Date,Open,High,Low,Close,Volume,Adj Close
1999-09-16,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,0.0,3.376636266708374
1999-09-17,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0.0,3.3901565074920654
1999-09-20,10.0,10.0,10.0,10.0,0.0,3.3800110816955566
1999-09-21,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0.0,3.373253345489502
1999-09-22,10.0,10.0,10.0,10.0,0.0,3.3800110816955566
1999-09-23,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,0.0,3.403674364089966
1999-09-24,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,0.0,3.4307126998901367
1999-09-27,10.079999923706055,10.079999923706055,10.079999923706055,10.079999923706055,0.0,3.4070518016815186
1999-09-28,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0.0,3.3901565074920654
1999-09-29,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,0.0,3.3631129264831543
1999-09-30,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0.0,3.407618284225464
1999-10-01,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,0.0,3.3736441135406494
1999-10-04,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0.0,3.390634775161743
1999-10-05,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,0.0,3.3634531497955322
1999-10-06,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,0.0,3.366851806640625
1999-10-07,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,0.0,3.3634531497955322
1999-10-08,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,0.0,3.366851806640625
1999-10-11,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,0.0,3.366851806640625
1999-10-12,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0.0,3.353259325027466
1999-10-13,9.819999694824219,9.819999694824219,9.819999694824219,9.819999694824219,0.0,3.3362741470336914
1999-10-14,9.789999961853027,9.789999961853027,9.789999961853027,9.789999961853027,0.0,3.326080322265625
1999-10-15,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0.0,3.3464672565460205
1999-10-18,9.8100004196167,9.8100004196167,9.8100004196167,9.8100004196167,0.0,3.3328769207000732
