timestamp,ticker,action,quantity,exchange,price,commission
2002-02-08 00:00:00,AAPL,BOT,100,ARCA,24.03,1.0
2002-08-14 00:00:00,AAPL,SLD,100,ARCA,15.17,1.0
2003-07-15 00:00:00,AAPL,BOT,100,ARCA,19.61,1.0
2008-10-17 00:00:00,AAPL,SLD,100,ARCA,97.4,1.0
2009-07-28 00:00:00,AAPL,BOT,100,ARCA,160.0,1.0
2013-02-19 00:00:00,AAPL,SLD,100,ARCA,459.99,1.0
2013-11-29 00:00:00,AAPL,BOT,100,ARCA,556.07,1.0
