Date,High,Low,Open,Close,Volume,Adj Close,Adjusted Close,DMA,Delta,RSI,RS_UP,RS_DOWN,Bollinger High,Bollinger Low,1_month,3_month,6_month
1984-01-03,164.92999267578125,163.97999572753906,164.92999267578125,164.0399932861328,71340000,164.0399932861328,164.0399932861328,,,,,,,,,,
1984-01-04,166.77999877929688,164.0399932861328,164.08999633789062,166.77999877929688,112980000,166.77999877929688,166.77999877929688,,2.7400054931640625,,,,,,,,
1984-01-05,169.10000610351562,166.77999877929688,166.77999877929688,168.80999755859375,159990000,168.80999755859375,168.80999755859375,,2.029998779296875,,,,,,,,
1984-01-06,169.30999755859375,168.49000549316406,168.80999755859375,169.27999877929688,137590000,169.27999877929688,169.27999877929688,,0.470001220703125,,,,,,,,
1984-01-09,169.4600067138672,168.47999572753906,169.17999267578125,168.89999389648438,107100000,168.89999389648438,168.89999389648438,,-0.3800048828125,,,,,,,,
1984-01-10,169.5399932861328,167.8699951171875,168.89999389648438,167.9499969482422,109570000,167.9499969482422,167.9499969482422,,-0.9499969482421875,,,,,,,,
1984-01-11,168.07000732421875,167.27000427246094,167.9499969482422,167.8000030517578,98660000,167.8000030517578,167.8000030517578,,-0.149993896484375,,,,,,,,
1984-01-12,168.39999389648438,167.67999267578125,167.7899932861328,167.75,99410000,167.75,167.75,,-0.0500030517578125,,,,,,,,
1984-01-13,168.58999633789062,166.63999938964844,167.75,167.02000427246094,101790000,167.02000427246094,167.02000427246094,,-0.7299957275390625,,,,,,,,
1984-01-16,167.5500030517578,166.77000427246094,167.02000427246094,167.17999267578125,93790000,167.17999267578125,167.17999267578125,,0.1599884033203125,,,,,,,,
1984-01-17,167.83999633789062,167.00999450683594,167.17999267578125,167.8300018310547,92750000,167.8300018310547,167.8300018310547,,0.6500091552734375,,,,,,,,
1984-01-18,168.33999633789062,167.02000427246094,167.8300018310547,167.5500030517578,109010000,167.5500030517578,167.5500030517578,,-0.279998779296875,,,,,,,,
1984-01-19,167.64999389648438,166.6699981689453,167.5500030517578,167.0399932861328,98340000,167.0399932861328,167.0399932861328,,-0.510009765625,,,,,,,,
1984-01-20,167.05999755859375,165.8699951171875,167.0399932861328,166.2100067138672,93360000,166.2100067138672,166.2100067138672,,-0.829986572265625,,,,,,,,
1984-01-23,166.2100067138672,164.8300018310547,166.2100067138672,164.8699951171875,82010000,164.8699951171875,164.8699951171875,,-1.3400115966796875,53.68234922981732,0.43214307512555805,0.3728572300502232,,,,,
1984-01-24,166.35000610351562,164.83999633789062,164.8699951171875,165.94000244140625,103050000,165.94000244140625,165.94000244140625,,1.07000732421875,57.97885352550059,0.47770480720364317,0.34622457076092156,,,,,
1984-01-25,167.1199951171875,164.74000549316406,165.94000244140625,164.83999633789062,113470000,164.83999633789062,164.83999633789062,,-1.100006103515625,52.57908911253573,0.44358303526052584,0.40006610881482896,,,,,
1984-01-26,165.5500030517578,164.1199951171875,164.83999633789062,164.24000549316406,111100000,164.24000549316406,164.24000549316406,,-0.5999908447265625,49.85186509981537,0.41189853274191685,0.4143464470942385,,,,,
1984-01-27,164.3300018310547,163.07000732421875,164.24000549316406,163.94000244140625,103720000,163.94000244140625,163.94000244140625,,-0.3000030517578125,48.49732680640703,0.38247720897463705,0.4061790617130652,,,,,
1984-01-30,164.6699981689453,162.39999389648438,164.39999389648438,162.8699951171875,103120000,162.8699951171875,162.8699951171875,,-1.07000732421875,43.91421204683706,0.35515740833359155,0.453595366177757,,,,,
1984-01-31,163.60000610351562,162.02999877929688,162.8699951171875,163.41000366210938,113510000,163.41000366210938,163.41000366210938,,0.540008544921875,46.65415844553392,0.36836106094704035,0.42119569716506,170.20773750570248,162.81326163980532,,,
1984-02-01,164.0,162.27000427246094,163.41000366210938,162.74000549316406,107100000,162.74000549316406,162.74000549316406,,-0.6699981689453125,43.795412698466514,0.3420495565936803,0.4389673022922209,170.3501767920802,162.26682302481433,-0.007924822276121398,,
1984-02-02,163.36000061035156,162.24000549316406,162.74000549316406,163.36000061035156,111330000,163.36000061035156,163.36000061035156,,0.6199951171875,47.02996914337392,0.3619028109218103,0.40761249498563373,170.10113952823315,161.9708605938372,-0.02050604505322644,,
1984-02-03,163.97999572753906,160.82000732421875,163.44000244140625,160.91000366210938,109100000,160.91000366210938,160.91000366210938,,-2.4499969482421875,37.77783374752517,0.33605261014168103,0.5534970987896732,169.9735596464493,161.26144096390226,-0.0467981399842287,,
1984-02-06,160.91000366210938,158.02000427246094,160.91000366210938,158.0800018310547,109090000,158.0800018310547,158.0800018310547,,-2.8300018310546875,30.350416832784404,0.3120488522744181,0.7161045796657456,170.27384180248794,159.87915960132068,-0.06616255333770689,,
1984-02-07,158.80999755859375,157.00999450683594,157.91000366210938,158.74000549316406,107640000,158.74000549316406,158.74000549316406,,0.660003662109375,33.62782918132632,0.3369027672626293,0.6649542525467638,170.3206442608742,158.9113579974266,-0.06015387075470931,,
1984-02-08,159.07000732421875,155.6699981689453,158.74000549316406,155.85000610351562,96890000,155.85000610351562,155.85000610351562,,-2.8899993896484375,27.521033472786826,0.3128382838867272,0.8238860480540262,170.68602624224278,157.3509763212338,-0.07204519836017302,,
1984-02-09,156.1699981689453,154.3000030517578,155.85000610351562,155.4199981689453,128190000,155.4199981689453,155.4199981689453,,-0.4300079345703125,26.742843651388952,0.29049269218053236,0.7957518970909038,170.813993787772,155.9900085925991,-0.07377833526614355,,
1984-02-10,156.52000427246094,155.4199981689453,155.4199981689453,156.3000030517578,92220000,156.3000030517578,156.3000030517578,,0.8800048828125,31.040281303827697,0.3326007057971015,0.7389124758701249,170.69275883946267,155.0392434188381,-0.06825631563780737,,
1984-02-13,156.32000732421875,154.1300048828125,156.3000030517578,154.9499969482422,78460000,154.9499969482422,154.9499969482422,,-1.350006103515625,28.29777778498857,0.30884351252587994,0.7825620207019464,170.53537859862786,153.97362408691902,-0.07226683639960194,,
