Date,High,Low,Open,Close,Volume,Adj Close,Adjusted Close,DMA,Delta,RSI,RS_UP,RS_DOWN,Bollinger High,Bollinger Low,1_month,3_month,6_month
1999-01-04,125.21875,121.71875,123.375,123.03125,9450400.0,84.47562408447266,84.47562408447266,,,,,,,,,,
1999-01-05,124.875,122.9375,122.9375,124.4375,8031000.0,85.44114685058594,85.44114685058594,,1.40625,,,,,,,,
1999-01-06,127.75,125.75,125.8125,127.4375,7737700.0,87.50102233886719,87.50102233886719,,3.0,,,,,,,,
1999-01-07,127.21875,125.78125,126.375,126.8125,5504900.0,87.07186889648438,87.07186889648438,,-0.625,,,,,,,,
1999-01-08,128.5,125.96875,128.1875,127.75,6224400.0,87.7155990600586,87.7155990600586,,0.9375,,,,,,,,
1999-01-11,127.6875,125.21875,127.6875,126.53125,7578300.0,86.87872314453125,86.87872314453125,,-1.21875,,,,,,,,
1999-01-12,126.21875,123.75,126.21875,124.25,7768800.0,85.31239318847656,85.31239318847656,,-2.28125,,,,,,,,
1999-01-13,125.125,120.375,120.40625,123.375,10810600.0,84.71163177490234,84.71163177490234,,-0.875,,,,,,,,
1999-01-14,123.90625,120.90625,123.625,121.21875,11400700.0,83.23108673095703,83.23108673095703,,-2.15625,,,,,,,,
1999-01-15,124.78125,122.0625,122.375,124.375,7817700.0,85.39823913574219,85.39823913574219,,3.15625,,,,,,,,
1999-01-19,125.625,123.5,125.296875,125.1875,6535100.0,85.95611572265625,85.95611572265625,,0.8125,,,,,,,,
1999-01-20,127.9375,125.03125,126.09375,126.1875,6534400.0,86.64271545410156,86.64271545410156,,1.0,,,,,,,,
1999-01-21,125.84375,122.59375,125.578125,122.84375,6937500.0,84.34687042236328,84.34687042236328,,-3.34375,,,,,,,,
1999-01-22,123.84375,121.78125,122.125,122.5625,7522300.0,84.15371704101562,84.15371704101562,,-0.28125,,,,,,,,
1999-01-25,124.0,121.90625,123.28125,123.8125,5700300.0,85.01203155517578,85.01203155517578,,1.25,51.74825174825175,0.8258928571428571,0.7700892857142857,,,,,
1999-01-26,126.0625,123.625,124.125,126.0625,6047000.0,86.55690002441406,86.55690002441406,,2.25,56.46898961467534,0.9276147959183673,0.7150829081632653,,,,,
1999-01-27,126.625,124.15625,126.375,124.59375,7399400.0,85.54843139648438,85.54843139648438,,-1.46875,52.8351181619409,0.8613565962099125,0.7689162718658891,,,,,
1999-01-28,126.96875,125.1875,125.25,126.6875,5961700.0,86.98605346679688,86.98605346679688,,2.09375,57.07569061394916,0.9493846964806331,0.7139936810183256,,,,,
1999-01-29,128.296875,125.40625,127.34375,127.65625,6456800.0,87.65119934082031,87.65119934082031,,0.96875,58.916240081035696,0.9507679324463022,0.6629941323741596,,,,,
1999-02-01,128.6875,126.90625,128.6875,126.90625,9426800.0,87.1362533569336,87.1362533569336,,-0.75,56.88267344187037,0.8828559372715663,0.6692088372045768,,,,,
1999-02-02,127.21875,124.765625,127.078125,126.125,9194500.0,86.59982299804688,86.59982299804688,,-0.78125,54.76227104637219,0.8197947988950258,0.6772117774042499,128.86627688104153,121.61497311895846,,,
1999-02-03,127.9375,125.65625,125.6875,127.40625,10290700.0,87.47956085205078,87.47956085205078,,1.28125,57.556596701961745,0.8527558846882383,0.6288395075896606,129.11279734177847,121.66532765822151,0.03556007112014224,,
1999-02-04,127.5,124.78125,127.375,125.5,7761100.0,86.17066955566406,86.17066955566406,,-1.90625,52.373183191265106,0.7918447500676499,0.720083114190399,128.89661592859653,121.68775907140345,0.008538422903063787,,
1999-02-05,125.65625,123.21875,125.65625,124.0625,7516100.0,85.18364715576172,85.18364715576172,,-1.4375,48.80384675895385,0.7352844107771034,0.7713271774625134,128.72630275739755,121.58307224260244,-0.026483570377636097,,
1999-02-08,125.09375,123.34375,125.09375,124.3125,8528400.0,85.35533142089844,85.35533142089844,,0.25,49.449091271705406,0.7006212385787388,0.716232379072334,128.36408416120602,121.60154083879397,-0.019714144898965006,,
1999-02-09,124.5,121.515625,124.375,121.53125,8985700.0,83.44564819335938,83.44564819335938,,-2.78125,42.9619198632236,0.6505768643945432,0.8637336377100243,128.35028717812492,121.11533782187507,-0.04867906066536203,,
1999-02-10,123.0,121.328125,122.125,122.3125,6936700.0,83.98210144042969,83.98210144042969,,0.78125,45.139101486556534,0.659910659794933,0.802038377873594,128.4007143754436,120.87116062455638,-0.03334156581872067,,
1999-02-11,126.09375,122.5,123.0625,125.125,9181800.0,85.9132080078125,85.9132080078125,,2.8125,52.211125794280264,0.8136670412381521,0.7447499223111944,128.44805340930864,120.99882159069136,0.007042253521126761,,
1999-02-12,125.5,122.625,124.8125,123.625,10676600.0,84.88327026367188,84.88327026367188,,-1.5,48.611917414749584,0.7555479668639984,0.7986963564318234,128.24956992697793,121.43793007302207,0.002026342451874367,,
1999-02-16,125.625,122.875,124.75,122.875,6915500.0,84.36830139160156,84.36830139160156,,-0.75,46.87206384787234,0.7015802549451413,0.7952180452581217,128.27707714765884,121.26042285234116,0.013663315287445217,,
1999-02-17,125.359375,122.25,123.1875,122.75,7858100.0,84.2824935913086,84.2824935913086,,-0.125,46.57288114251315,0.651467379591917,0.7473453277396844,128.2564380362275,121.03731196377248,-0.01306532663316583,,
1999-02-18,124.375,122.21875,123.1875,123.71875,9048900.0,84.94762420654297,84.94762420654297,,0.96875,49.275155963629324,0.67413042390678,0.6939635186154212,128.08231037942053,120.96456462057947,-0.011732401397903146,,
1999-02-19,125.75,123.375,124.0,124.25,5312200.0,85.31239318847656,85.31239318847656,,0.53125,50.74637675842184,0.66392467934201,0.6443946958571768,128.07175005391028,121.11574994608971,-0.015354135710747894,,
1999-02-22,127.71875,124.28125,124.4375,127.5625,10695800.0,87.5868148803711,87.5868148803711,,3.3125,58.7752839003064,0.8531086308175808,0.5983665032959499,128.41921981178697,121.26828018821304,0.03841261765454083,,
1999-02-23,128.5,126.59375,127.59375,127.5,7770700.0,87.5439224243164,87.5439224243164,,-0.0625,58.58124639937374,0.7921723000448965,0.5600903244890963,128.7492062020836,121.3070437979164,0.04028556858745538,,
1999-02-24,128.84375,125.0,127.84375,125.25,7271000.0,85.99903869628906,85.99903869628906,,-2.25,51.9341612354867,0.7355885643274039,0.6807981584541609,128.68015529463554,121.29484470536445,0.011610297829379102,,
1999-02-25,125.28125,122.6875,124.53125,124.0625,11633000.0,85.18364715576172,85.18364715576172,,-1.1875,48.78772465137613,0.6830465240183037,0.7169911471360065,128.672136503944,121.24973849605601,-0.015865146256817054,,
1999-02-26,124.84375,122.8125,124.75,123.5625,9621300.0,84.84033966064453,84.84033966064453,,-0.5,47.483274196633815,0.6342574865884248,0.7014917794834347,128.4748732816567,121.13450171834332,-0.008276899924755455,,
1999-03-01,124.3125,122.375,123.65625,123.90625,7607200.0,85.07637023925781,85.07637023925781,,0.34375,48.502707475645984,0.6135069518321087,0.6513852238060466,128.0617186614028,121.17265633859719,-0.021953626048347313,,
1999-03-02,125.3125,122.3125,124.5,122.8125,9651500.0,84.32538604736328,84.32538604736328,,-1.09375,45.47774409780073,0.5696850267012438,0.6829827078199004,127.77414022465224,121.05085977534775,-0.037943696450428395,,
1999-03-03,123.5625,121.78125,123.09375,123.46875,7881400.0,84.77594757080078,84.77594757080078,,0.65625,47.58980224790074,0.5758682390797264,0.6341982286899075,127.56931816648445,120.99005683351554,-0.02708692440285644,,
1999-03-04,125.484375,123.265625,124.0625,125.03125,8256400.0,85.84883117675781,85.84883117675781,,1.5625,52.325198646430444,0.6463419362883174,0.5888983552120569,127.148102426293,121.17377257370701,-0.00867195242814668,,
1999-03-05,128.125,126.5625,127.5,127.546875,10703100.0,87.57610321044922,87.57610321044922,,2.515625,58.782264665479936,0.7798621551248661,0.5468341869826243,127.55198223963387,120.97458026036614,0.0011037527593818985,,
1999-03-08,128.796875,127.25,128.28125,128.375,4802200.0,88.14472961425781,88.14472961425781,,0.828125,60.67067971275873,0.7833095011873757,0.5077746021981512,128.2209326035241,120.73687989647591,0.022908366533864542,,
1999-03-09,129.9375,127.75,128.125,128.0625,7893400.0,87.93013000488281,87.93013000488281,,-0.3125,59.56171098262993,0.7273588225311346,0.49382641632685464,128.71918638904884,120.61362611095116,0.03224181360201511,,
1999-03-10,129.25,127.78125,128.46875,129.1875,3950000.0,88.70259094238281,88.70259094238281,,1.125,62.23770998589795,0.7557617637789107,0.45855310087493645,129.28726806681058,120.8111694331894,0.0392156862745098,,
1999-03-11,131.1875,128.875,129.6875,130.625,6583700.0,89.68962097167969,89.68962097167969,,1.4375,65.3893921661081,0.8044573520804171,0.42579930795529813,130.1541962485299,120.77549125147009,0.07482643353047055,,
1999-03-12,131.03125,129.21875,131.0,129.375,5286500.0,88.83133697509766,88.83133697509766,,-1.25,60.649199348655465,0.7469961126461017,0.4846707859584911,130.66173613829255,120.69295136170746,0.05774144098109351,,
1999-03-15,131.25,129.5,129.9375,131.21875,5394400.0,90.09729766845703,90.09729766845703,,1.84375,64.71256162149115,0.825335676028523,0.45005144410431314,131.49454269934137,120.61951980065861,0.048701298701298704,,
1999-03-16,131.65625,130.46875,131.125,130.71875,4547500.0,89.75396728515625,89.75396728515625,,-0.5,62.81816940099563,0.7663831277407713,0.4536191980968622,132.04140494027644,120.85703255972356,0.05738119312436805,,
1999-03-17,130.9375,129.625,130.6875,130.15625,4524100.0,89.36774444580078,89.36774444580078,,-0.5625,60.666538697290804,0.7116414757592876,0.4613963982328006,132.36350033917415,121.27556216082584,0.05925737538148525,,
1999-03-18,132.375,129.75,129.78125,132.25,3506300.0,90.80535125732422,90.80535125732422,,2.09375,65.41504147918579,0.8103635132050527,0.42843951264474345,133.07557059556413,121.41661690443586,0.07739307535641547,,
1999-03-19,132.625,129.6875,132.3125,129.6875,5526700.0,89.26185607910156,89.26185607910156,,-2.5625,56.435206018601505,0.7524804051189775,0.5808724045986903,133.26983049853138,121.76610700146863,0.04824450618843142,,
1999-03-22,130.59375,129.421875,130.0625,129.9375,4603800.0,89.43395233154297,89.43395233154297,,0.25,57.0546017533136,0.7165889476104791,0.5393815185559266,133.48461897244894,121.78881852755106,0.045774647887323945,,
1999-03-23,129.53125,125.703125,129.3125,126.1875,9713800.0,86.85285186767578,86.85285186767578,,-3.75,46.39821924585837,0.6654040227811591,0.7687114100876461,133.45301682353372,121.68917067646629,-0.010779029887310143,,
1999-03-24,127.171875,125.625,126.84375,126.90625,6280900.0,87.34759521484375,87.34759521484375,,0.71875,48.38798173053202,0.669214449725362,0.7138034522242428,133.4487742903844,121.85903820961562,-0.004656862745098039,,
1999-03-25,129.5,127.75,128.0625,129.5,6639600.0,89.13282775878906,89.13282775878906,,2.59375,54.89499503888975,0.8066812747449791,0.6628174913510826,133.52817397090223,122.32338852909777,0.033932135728542916,,
1999-03-26,129.125,127.71875,128.625,128.5625,6159700.0,88.48754119873047,88.48754119873047,,-0.9375,52.327054365237906,0.7490611836917662,0.682437670540291,133.41126037795172,122.94030212204827,0.036272040302267,,
1999-03-29,131.4375,129.15625,129.15625,131.15625,5863900.0,90.27277374267578,90.27277374267578,,2.59375,58.158791933950134,0.8808246705709257,0.633692122644556,133.53982861798707,123.53673388201297,0.061456752655538696,,
